Event,Date,Nutaku Gold,DAY,Month,Revenue,Fecha,Juego
nc_spent,2024-12-04T10:43:05.597036Z,900.0,4/12/2024,diciembre-2024,9.0,2024-12-04 10:43:05.597036+00:00,Proyecto Aurora
nc_spent,2024-12-04T13:13:52.78967Z,100.0,4/12/2024,diciembre-2024,1.0,2024-12-04 13:13:52.789670+00:00,Proyecto Aurora
nc_spent,2024-12-04T14:31:03.274289Z,500.0,4/12/2024,diciembre-2024,5.0,2024-12-04 14:31:03.274289+00:00,Proyecto Aurora
nc_spent,2024-12-04T14:57:01.329712Z,500.0,4/12/2024,diciembre-2024,5.0,2024-12-04 14:57:01.329712+00:00,Proyecto Aurora
nc_spent,2024-12-04T15:48:46.613745Z,1999.0,4/12/2024,diciembre-2024,19.99,2024-12-04 15:48:46.613745+00:00,Proyecto Aurora
nc_spent,2024-12-04T15:50:12.988038Z,1999.0,4/12/2024,diciembre-2024,19.99,2024-12-04 15:50:12.988038+00:00,Proyecto Aurora
nc_spent,2024-12-04T15:56:18.125722Z,1999.0,4/12/2024,diciembre-2024,19.99,2024-12-04 15:56:18.125722+00:00,Proyecto Aurora
nc_spent,2024-12-04T16:28:57.360039Z,1000.0,4/12/2024,diciembre-2024,10.0,2024-12-04 16:28:57.360039+00:00,Proyecto Aurora
nc_spent,2024-12-04T16:41:25.746488Z,1399.0,4/12/2024,diciembre-2024,13.99,2024-12-04 16:41:25.746488+00:00,Proyecto Aurora
nc_spent,2024-12-04T16:59:24.292498Z,1350.0,4/12/2024,diciembre-2024,13.5,2024-12-04 16:59:24.292498+00:00,Proyecto Aurora
nc_spent,2024-12-04T16:59:34.352935Z,1350.0,4/12/2024,diciembre-2024,13.5,2024-12-04 16:59:34.352935+00:00,Proyecto Aurora
nc_spent,2024-12-04T16:59:43.371322Z,1350.0,4/12/2024,diciembre-2024,13.5,2024-12-04 16:59:43.371322+00:00,Proyecto Aurora
nc_spent,2024-12-04T16:59:54.534764Z,1350.0,4/12/2024,diciembre-2024,13.5,2024-12-04 16:59:54.534764+00:00,Proyecto Aurora
nc_spent,2024-12-04T17:00:04.41306Z,1350.0,4/12/2024,diciembre-2024,13.5,2024-12-04 17:00:04.413060+00:00,Proyecto Aurora
nc_spent,2024-12-04T17:00:12.703805Z,1350.0,4/12/2024,diciembre-2024,13.5,2024-12-04 17:00:12.703805+00:00,Proyecto Aurora
nc_spent,2024-12-04T17:00:21.502154Z,1350.0,4/12/2024,diciembre-2024,13.5,2024-12-04 17:00:21.502154+00:00,Proyecto Aurora
nc_spent,2024-12-04T17:16:13.203551Z,3000.0,4/12/2024,diciembre-2024,30.0,2024-12-04 17:16:13.203551+00:00,Proyecto Aurora
nc_spent,2024-12-04T17:18:11.802134Z,3000.0,4/12/2024,diciembre-2024,30.0,2024-12-04 17:18:11.802134+00:00,Proyecto Aurora
nc_spent,2024-12-04T18:08:41.95279Z,3000.0,4/12/2024,diciembre-2024,30.0,2024-12-04 18:08:41.952790+00:00,Proyecto Aurora
nc_spent,2024-12-04T18:24:57.263521Z,1999.0,4/12/2024,diciembre-2024,19.99,2024-12-04 18:24:57.263521+00:00,Proyecto Aurora
nc_spent,2024-12-04T18:25:09.782758Z,1999.0,4/12/2024,diciembre-2024,19.99,2024-12-04 18:25:09.782758+00:00,Proyecto Aurora
nc_spent,2024-12-04T19:45:49.925032Z,1000.0,4/12/2024,diciembre-2024,10.0,2024-12-04 19:45:49.925032+00:00,Proyecto Aurora
nc_spent,2024-12-04T19:58:15.893977Z,10000.0,4/12/2024,diciembre-2024,100.0,2024-12-04 19:58:15.893977+00:00,Proyecto Aurora
nc_spent,2024-12-04T19:59:51.521007Z,999.0,4/12/2024,diciembre-2024,9.99,2024-12-04 19:59:51.521007+00:00,Proyecto Aurora
nc_spent,2024-12-04T20:02:13.332114Z,900.0,4/12/2024,diciembre-2024,9.0,2024-12-04 20:02:13.332114+00:00,Proyecto Aurora
nc_spent,2024-12-04T20:03:21.307536Z,1999.0,4/12/2024,diciembre-2024,19.99,2024-12-04 20:03:21.307536+00:00,Proyecto Aurora
nc_spent,2024-12-04T20:13:23.328043Z,999.0,4/12/2024,diciembre-2024,9.99,2024-12-04 20:13:23.328043+00:00,Proyecto Aurora
nc_spent,2024-12-04T20:16:33.689131Z,1999.0,4/12/2024,diciembre-2024,19.99,2024-12-04 20:16:33.689131+00:00,Proyecto Aurora
nc_spent,2024-12-04T20:36:00.85651Z,500.0,4/12/2024,diciembre-2024,5.0,2024-12-04 20:36:00.856510+00:00,Proyecto Aurora
nc_spent,2024-12-04T22:30:34.823537Z,1000.0,4/12/2024,diciembre-2024,10.0,2024-12-04 22:30:34.823537+00:00,Proyecto Aurora
nc_spent,2024-12-04T22:32:03.351762Z,1000.0,4/12/2024,diciembre-2024,10.0,2024-12-04 22:32:03.351762+00:00,Proyecto Aurora
nc_spent,2024-12-04T22:35:53.513572Z,1000.0,4/12/2024,diciembre-2024,10.0,2024-12-04 22:35:53.513572+00:00,Proyecto Aurora
nc_spent,2024-12-04T22:37:11.164201Z,3000.0,4/12/2024,diciembre-2024,30.0,2024-12-04 22:37:11.164201+00:00,Proyecto Aurora
nc_spent,2024-12-04T23:02:39.472587Z,1000.0,4/12/2024,diciembre-2024,10.0,2024-12-04 23:02:39.472587+00:00,Proyecto Aurora
nc_spent,2024-12-04T23:02:54.027104Z,3000.0,4/12/2024,diciembre-2024,30.0,2024-12-04 23:02:54.027104+00:00,Proyecto Aurora
nc_spent,2024-12-04T23:03:08.129069Z,100.0,4/12/2024,diciembre-2024,1.0,2024-12-04 23:03:08.129069+00:00,Proyecto Aurora
nc_spent,2024-12-04T23:31:29.53566Z,1000.0,4/12/2024,diciembre-2024,10.0,2024-12-04 23:31:29.535660+00:00,Proyecto Aurora
nc_spent,2024-12-04T23:42:41.440459Z,1999.0,4/12/2024,diciembre-2024,19.99,2024-12-04 23:42:41.440459+00:00,Proyecto Aurora
nc_spent,2024-12-05T00:22:28.180923Z,900.0,5/12/2024,diciembre-2024,9.0,2024-12-05 00:22:28.180923+00:00,Proyecto Aurora
nc_spent,2024-12-05T00:35:13.718755Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 00:35:13.718755+00:00,Proyecto Aurora
nc_spent,2024-12-05T00:37:34.447832Z,1000.0,5/12/2024,diciembre-2024,10.0,2024-12-05 00:37:34.447832+00:00,Proyecto Aurora
nc_spent,2024-12-05T01:51:38.574409Z,900.0,5/12/2024,diciembre-2024,9.0,2024-12-05 01:51:38.574409+00:00,Proyecto Aurora
nc_spent,2024-12-05T02:31:03.127031Z,9999.0,5/12/2024,diciembre-2024,99.99,2024-12-05 02:31:03.127031+00:00,Proyecto Aurora
nc_spent,2024-12-05T02:31:11.593689Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 02:31:11.593689+00:00,Proyecto Aurora
nc_spent,2024-12-05T02:31:18.642265Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 02:31:18.642265+00:00,Proyecto Aurora
nc_spent,2024-12-05T02:31:25.79692Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 02:31:25.796920+00:00,Proyecto Aurora
nc_spent,2024-12-05T02:31:33.039673Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 02:31:33.039673+00:00,Proyecto Aurora
nc_spent,2024-12-05T02:47:21.529207Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 02:47:21.529207+00:00,Proyecto Aurora
nc_spent,2024-12-05T03:49:45.744527Z,2500.0,5/12/2024,diciembre-2024,25.0,2024-12-05 03:49:45.744527+00:00,Proyecto Aurora
nc_spent,2024-12-05T03:56:54.900282Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 03:56:54.900282+00:00,Proyecto Aurora
nc_spent,2024-12-05T04:18:09.876175Z,1000.0,5/12/2024,diciembre-2024,10.0,2024-12-05 04:18:09.876175+00:00,Proyecto Aurora
nc_spent,2024-12-05T06:28:23.336282Z,1350.0,5/12/2024,diciembre-2024,13.5,2024-12-05 06:28:23.336282+00:00,Proyecto Aurora
nc_spent,2024-12-05T07:43:19.134468Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 07:43:19.134468+00:00,Proyecto Aurora
nc_spent,2024-12-05T10:05:53.748281Z,1000.0,5/12/2024,diciembre-2024,10.0,2024-12-05 10:05:53.748281+00:00,Proyecto Aurora
nc_spent,2024-12-05T10:20:00.158149Z,900.0,5/12/2024,diciembre-2024,9.0,2024-12-05 10:20:00.158149+00:00,Proyecto Aurora
nc_spent,2024-12-05T10:20:09.756581Z,900.0,5/12/2024,diciembre-2024,9.0,2024-12-05 10:20:09.756581+00:00,Proyecto Aurora
nc_spent,2024-12-05T10:20:18.982101Z,900.0,5/12/2024,diciembre-2024,9.0,2024-12-05 10:20:18.982101+00:00,Proyecto Aurora
nc_spent,2024-12-05T10:23:26.208353Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 10:23:26.208353+00:00,Proyecto Aurora
nc_spent,2024-12-05T10:23:39.378528Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 10:23:39.378528+00:00,Proyecto Aurora
nc_spent,2024-12-05T10:40:01.38278Z,100.0,5/12/2024,diciembre-2024,1.0,2024-12-05 10:40:01.382780+00:00,Proyecto Aurora
nc_spent,2024-12-05T10:40:14.76328Z,900.0,5/12/2024,diciembre-2024,9.0,2024-12-05 10:40:14.763280+00:00,Proyecto Aurora
nc_spent,2024-12-05T10:41:17.565647Z,100.0,5/12/2024,diciembre-2024,1.0,2024-12-05 10:41:17.565647+00:00,Proyecto Aurora
nc_spent,2024-12-05T11:03:42.000685Z,1399.0,5/12/2024,diciembre-2024,13.99,2024-12-05 11:03:42.000685+00:00,Proyecto Aurora
nc_spent,2024-12-05T11:44:00.832773Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 11:44:00.832773+00:00,Proyecto Aurora
nc_spent,2024-12-05T12:49:01.130045Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 12:49:01.130045+00:00,Proyecto Aurora
nc_spent,2024-12-05T12:50:16.339737Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 12:50:16.339737+00:00,Proyecto Aurora
nc_spent,2024-12-05T14:54:26.299948Z,900.0,5/12/2024,diciembre-2024,9.0,2024-12-05 14:54:26.299948+00:00,Proyecto Aurora
nc_spent,2024-12-05T18:01:18.865946Z,500.0,5/12/2024,diciembre-2024,5.0,2024-12-05 18:01:18.865946+00:00,Proyecto Aurora
nc_spent,2024-12-05T20:09:46.361769Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 20:09:46.361769+00:00,Proyecto Aurora
nc_spent,2024-12-05T20:19:57.860278Z,1000.0,5/12/2024,diciembre-2024,10.0,2024-12-05 20:19:57.860278+00:00,Proyecto Aurora
nc_spent,2024-12-05T21:26:45.227791Z,1350.0,5/12/2024,diciembre-2024,13.5,2024-12-05 21:26:45.227791+00:00,Proyecto Aurora
nc_spent,2024-12-05T22:49:01.009623Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 22:49:01.009623+00:00,Proyecto Aurora
nc_spent,2024-12-05T23:05:16.155431Z,699.0,5/12/2024,diciembre-2024,6.99,2024-12-05 23:05:16.155431+00:00,Proyecto Aurora
nc_spent,2024-12-05T23:21:19.22454Z,1999.0,5/12/2024,diciembre-2024,19.99,2024-12-05 23:21:19.224540+00:00,Proyecto Aurora
nc_spent,2024-12-05T23:22:18.237524Z,900.0,5/12/2024,diciembre-2024,9.0,2024-12-05 23:22:18.237524+00:00,Proyecto Aurora
nc_spent,2024-12-05T23:29:52.54707Z,1000.0,5/12/2024,diciembre-2024,10.0,2024-12-05 23:29:52.547070+00:00,Proyecto Aurora
nc_spent,2024-12-06T00:05:01.988081Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 00:05:01.988081+00:00,Proyecto Aurora
nc_spent,2024-12-06T00:09:41.478621Z,1999.0,6/12/2024,diciembre-2024,19.99,2024-12-06 00:09:41.478621+00:00,Proyecto Aurora
nc_spent,2024-12-06T00:17:28.613361Z,1999.0,6/12/2024,diciembre-2024,19.99,2024-12-06 00:17:28.613361+00:00,Proyecto Aurora
nc_spent,2024-12-06T00:17:37.876231Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 00:17:37.876231+00:00,Proyecto Aurora
nc_spent,2024-12-06T00:29:08.617008Z,1999.0,6/12/2024,diciembre-2024,19.99,2024-12-06 00:29:08.617008+00:00,Proyecto Aurora
nc_spent,2024-12-06T00:29:22.588994Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 00:29:22.588994+00:00,Proyecto Aurora
nc_spent,2024-12-06T00:49:17.175767Z,900.0,6/12/2024,diciembre-2024,9.0,2024-12-06 00:49:17.175767+00:00,Proyecto Aurora
nc_spent,2024-12-06T00:59:05.085238Z,1999.0,6/12/2024,diciembre-2024,19.99,2024-12-06 00:59:05.085238+00:00,Proyecto Aurora
nc_spent,2024-12-06T00:59:44.526274Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 00:59:44.526274+00:00,Proyecto Aurora
nc_spent,2024-12-06T01:03:52.072851Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 01:03:52.072851+00:00,Proyecto Aurora
nc_spent,2024-12-06T01:03:59.088808Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 01:03:59.088808+00:00,Proyecto Aurora
nc_spent,2024-12-06T01:04:07.398783Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 01:04:07.398783+00:00,Proyecto Aurora
nc_spent,2024-12-06T01:04:16.177286Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 01:04:16.177286+00:00,Proyecto Aurora
nc_spent,2024-12-06T01:20:22.418705Z,900.0,6/12/2024,diciembre-2024,9.0,2024-12-06 01:20:22.418705+00:00,Proyecto Aurora
nc_spent,2024-12-06T01:25:39.898713Z,1000.0,6/12/2024,diciembre-2024,10.0,2024-12-06 01:25:39.898713+00:00,Proyecto Aurora
nc_spent,2024-12-06T01:45:00.113815Z,1999.0,6/12/2024,diciembre-2024,19.99,2024-12-06 01:45:00.113815+00:00,Proyecto Aurora
nc_spent,2024-12-06T02:18:20.745886Z,1999.0,6/12/2024,diciembre-2024,19.99,2024-12-06 02:18:20.745886+00:00,Proyecto Aurora
nc_spent,2024-12-06T02:18:54.955539Z,3000.0,6/12/2024,diciembre-2024,30.0,2024-12-06 02:18:54.955539+00:00,Proyecto Aurora
nc_spent,2024-12-06T02:29:58.739893Z,3000.0,6/12/2024,diciembre-2024,30.0,2024-12-06 02:29:58.739893+00:00,Proyecto Aurora
nc_spent,2024-12-06T02:31:56.529284Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 02:31:56.529284+00:00,Proyecto Aurora
nc_spent,2024-12-06T02:35:25.222485Z,1499.0,6/12/2024,diciembre-2024,14.99,2024-12-06 02:35:25.222485+00:00,Proyecto Aurora
nc_spent,2024-12-06T02:35:40.548728Z,1999.0,6/12/2024,diciembre-2024,19.99,2024-12-06 02:35:40.548728+00:00,Proyecto Aurora
nc_spent,2024-12-06T02:36:13.626036Z,2000.0,6/12/2024,diciembre-2024,20.0,2024-12-06 02:36:13.626036+00:00,Proyecto Aurora
nc_spent,2024-12-06T02:37:40.262771Z,5000.0,6/12/2024,diciembre-2024,50.0,2024-12-06 02:37:40.262771+00:00,Proyecto Aurora
nc_spent,2024-12-06T02:52:13.477781Z,500.0,6/12/2024,diciembre-2024,5.0,2024-12-06 02:52:13.477781+00:00,Proyecto Aurora
nc_spent,2024-12-06T04:22:47.865222Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 04:22:47.865222+00:00,Proyecto Aurora
nc_spent,2024-12-06T04:55:48.637009Z,1999.0,6/12/2024,diciembre-2024,19.99,2024-12-06 04:55:48.637009+00:00,Proyecto Aurora
nc_spent,2024-12-06T04:56:09.60124Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 04:56:09.601240+00:00,Proyecto Aurora
nc_spent,2024-12-06T05:02:09.929165Z,1999.0,6/12/2024,diciembre-2024,19.99,2024-12-06 05:02:09.929165+00:00,Proyecto Aurora
nc_spent,2024-12-06T05:02:20.676164Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 05:02:20.676164+00:00,Proyecto Aurora
nc_spent,2024-12-06T05:02:35.318313Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 05:02:35.318313+00:00,Proyecto Aurora
nc_spent,2024-12-06T05:03:40.575856Z,3999.0,6/12/2024,diciembre-2024,39.99,2024-12-06 05:03:40.575856+00:00,Proyecto Aurora
